# BUSCO version is: 5.6.1 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2024-01-08, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
8855at4891	Complete	contig_22	504290	507727	+	498.3	418	https://v10-1.orthodb.org/?query=8855at4891	Nitrogen permease regulator 3
8903at4891	Complete	contig_2	343877	345856	+	590.7	381	https://v10-1.orthodb.org/?query=8903at4891	HAD superfamily
8923at4891	Complete	contig_13	986235	982702	-	724.1	719	https://v10-1.orthodb.org/?query=8923at4891	Ankyrin repeat-containing domain
8944at4891	Complete	contig_3	453995	452370	-	593.9	418	https://v10-1.orthodb.org/?query=8944at4891	Alpha-1,3-glucosyltransferase
8978at4891	Complete	contig_22	336070	337683	+	641.6	444	https://v10-1.orthodb.org/?query=8978at4891	Heat shock protein 70 family
8998at4891	Complete	contig_19	41018	42367	+	487.4	293	https://v10-1.orthodb.org/?query=8998at4891	WD40-repeat-containing domain
9012at4891	Complete	contig_25	123847	122123	-	602.1	412	https://v10-1.orthodb.org/?query=9012at4891	RNA methyltransferase TrmA, active site
9030at4891	Complete	contig_16	240434	236943	-	735.1	625	https://v10-1.orthodb.org/?query=9030at4891	Zinc finger, RING-type
9032at4891	Complete	contig_14	815944	814556	-	748.8	379	https://v10-1.orthodb.org/?query=9032at4891	RuvB-like helicase
9039at4891	Complete	contig_14	666942	665281	-	511.2	342	https://v10-1.orthodb.org/?query=9039at4891	tRNA (guanine(26)-N(2))-dimethyltransferase
9061at4891	Complete	contig_6	399854	398478	-	628.4	401	https://v10-1.orthodb.org/?query=9061at4891	Metal-dependent hydrolase
9096at4891	Complete	contig_22	117512	115638	-	597.6	395	https://v10-1.orthodb.org/?query=9096at4891	Ubiquitin-like modifier-activating enzyme Atg7
9152at4891	Complete	contig_2	784002	782347	-	664.5	423	https://v10-1.orthodb.org/?query=9152at4891	FACT complex subunit POB3
9157at4891	Complete	contig_13	357381	361301	+	339.6	444	https://v10-1.orthodb.org/?query=9157at4891	Peptidase S59, nucleoporin
9175at4891	Complete	contig_12	147781	149757	+	671.4	437	https://v10-1.orthodb.org/?query=9175at4891	tRNA-dihydrouridine synthase
9223at4891	Complete	contig_22	124178	126058	+	581.9	422	https://v10-1.orthodb.org/?query=9223at4891	Tetratricopeptide repeat
9258at4891	Complete	contig_7	370240	372549	+	978.3	583	https://v10-1.orthodb.org/?query=9258at4891	RNA helicase
9267at4891	Complete	contig_27	176577	178085	+	721.2	374	https://v10-1.orthodb.org/?query=9267at4891	Phenylalanyl-tRNA synthetase
9294at4891	Complete	contig_17	74702	76246	+	585.3	383	https://v10-1.orthodb.org/?query=9294at4891	Guanosine-diphosphatase
9322at4891	Complete	contig_27	28920	30341	+	700.0	416	https://v10-1.orthodb.org/?query=9322at4891	Peptidase M20
9420at4891	Complete	contig_2	215872	217947	+	525.1	362	https://v10-1.orthodb.org/?query=9420at4891	Mre11, DNA-binding
9436at4891	Complete	contig_20	567117	565711	-	644.6	377	https://v10-1.orthodb.org/?query=9436at4891	Glutathione reductase
9446at4891	Complete	contig_20	229598	231220	+	628.8	386	https://v10-1.orthodb.org/?query=9446at4891	Signal recognition particle, SRP54 subunit
9457at4891	Complete	contig_13	519594	521825	+	355.4	489	https://v10-1.orthodb.org/?query=9457at4891	Winged helix-like DNA-binding domain superfamily
9466at4891	Complete	contig_22	425828	427201	+	753.3	392	https://v10-1.orthodb.org/?query=9466at4891	Argininosuccinate lyase
9469at4891	Complete	contig_12	227903	226458	-	856.9	421	https://v10-1.orthodb.org/?query=9469at4891	Adenylosuccinate lyase
9476at4891	Complete	contig_3	566858	565155	-	758.3	457	https://v10-1.orthodb.org/?query=9476at4891	ATP-grasp fold
9507at4891	Complete	contig_19	679091	680731	+	419.5	399	https://v10-1.orthodb.org/?query=9507at4891	Mannosyltransferase
9509at4891	Complete	contig_13	350082	348367	-	449.2	355	https://v10-1.orthodb.org/?query=9509at4891	Sec1-like protein
9513at4891	Complete	contig_7	222759	220735	-	589.5	434	https://v10-1.orthodb.org/?query=9513at4891	Glutamate--cysteine ligase
9525at4891	Complete	contig_19	715682	714345	-	659.1	364	https://v10-1.orthodb.org/?query=9525at4891	Saccharopine dehydrogenase, NADP binding domain
9553at4891	Complete	contig_2	899050	900432	+	648.5	369	https://v10-1.orthodb.org/?query=9553at4891	Hydroxymethylglutaryl-coenzyme A synthase C-terminal domain
9594at4891	Complete	contig_22	408016	409413	+	551.2	375	https://v10-1.orthodb.org/?query=9594at4891	Peptidase M16, C-terminal
9605at4891	Complete	contig_14	1396549	1398468	+	379.3	376	https://v10-1.orthodb.org/?query=9605at4891	Vps52
9609at4891	Complete	contig_12	462158	460191	-	636.1	472	https://v10-1.orthodb.org/?query=9609at4891	DNA topoisomerase
9633at4891	Complete	contig_2	85393	86907	+	887.6	419	https://v10-1.orthodb.org/?query=9633at4891	RNA helicase
9643at4891	Complete	contig_2	528633	526726	-	231.8	304	https://v10-1.orthodb.org/?query=9643at4891	Zinc finger, PHD-type
9655at4891	Complete	contig_14	1414567	1411949	-	269.3	458	https://v10-1.orthodb.org/?query=9655at4891	Citron homology (CNH) domain
9657at4891	Complete	contig_3	213889	215148	+	694.6	357	https://v10-1.orthodb.org/?query=9657at4891	Argininosuccinate synthase
9668at4891	Complete	contig_4	569433	568072	-	589.4	363	https://v10-1.orthodb.org/?query=9668at4891	Polyprenyl synthetase
9680at4891	Complete	contig_27	123670	125487	+	560.8	453	https://v10-1.orthodb.org/?query=9680at4891	RNA helicase
9718at4891	Complete	contig_6	224286	222346	-	598.7	448	https://v10-1.orthodb.org/?query=9718at4891	LCCL domain
9724at4891	Complete	contig_4	291730	289484	-	665.3	499	https://v10-1.orthodb.org/?query=9724at4891	p-loop containing nucleoside triphosphate hydrolase protein
9757at4891	Complete	contig_13	715410	718259	+	849.1	615	https://v10-1.orthodb.org/?query=9757at4891	Rab-GTPase-TBC domain
9759at4891	Complete	contig_3	493506	491791	-	590.9	399	https://v10-1.orthodb.org/?query=9759at4891	PPM-type phosphatase domain
9767at4891	Complete	contig_17	35346	37178	+	417.5	316	https://v10-1.orthodb.org/?query=9767at4891	Nitrogen permease regulator 2
9782at4891	Complete	contig_17	127534	129186	+	249.6	301	https://v10-1.orthodb.org/?query=9782at4891	YjeF N-terminal domain
9784at4891	Complete	contig_13	341257	342702	+	606.0	377	https://v10-1.orthodb.org/?query=9784at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
9816at4891	Complete	contig_7	178563	177442	-	445.4	278	https://v10-1.orthodb.org/?query=9816at4891	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
9821at4891	Complete	contig_3	782323	783777	+	476.5	356	https://v10-1.orthodb.org/?query=9821at4891	Folylpolyglutamate synthase
9846at4891	Complete	contig_16	313858	311642	-	698.6	394	https://v10-1.orthodb.org/?query=9846at4891	Helicase, C-terminal
9862at4891	Complete	contig_25	303581	302082	-	741.2	396	https://v10-1.orthodb.org/?query=9862at4891	UTP--glucose-1-phosphate uridylyltransferase
9897at4891	Complete	contig_20	586931	585003	-	558.2	428	https://v10-1.orthodb.org/?query=9897at4891	Aminoacyl-tRNA synthetase, class II
9903at4891	Complete	contig_7	171882	169975	-	551.1	289	https://v10-1.orthodb.org/?query=9903at4891	Protein kinase domain
9921at4891	Complete	contig_4	39508	37949	-	604.0	378	https://v10-1.orthodb.org/?query=9921at4891	Peptide hydrolase
9922at4891	Complete	contig_25	221290	219416	-	195.5	182	https://v10-1.orthodb.org/?query=9922at4891	Bromodomain
9948at4891	Complete	contig_22	423666	425321	+	871.2	440	https://v10-1.orthodb.org/?query=9948at4891	Aminoacyl-tRNA synthetase, class II
9950at4891	Complete	contig_20	303746	305245	+	695.3	394	https://v10-1.orthodb.org/?query=9950at4891	Histidine-tRNA ligase
9958at4891	Complete	contig_19	510832	512685	+	870.8	481	https://v10-1.orthodb.org/?query=9958at4891	RNA (C5-cytosine) methyltransferase
9995at4891	Complete	contig_2	76103	77764	+	469.5	367	https://v10-1.orthodb.org/?query=9995at4891	Pyridoxal phosphate-dependent transferase
10002at4891	Complete	contig_19	538663	540099	+	346.4	289	https://v10-1.orthodb.org/?query=10002at4891	ALG11 mannosyltransferase
10099at4891	Complete	contig_4	597400	594881	-	553.5	371	https://v10-1.orthodb.org/?query=10099at4891	WD40-repeat-containing domain
10130at4891	Complete	contig_20	548623	546095	-	361.9	444	https://v10-1.orthodb.org/?query=10130at4891	BRO1 domain
10138at4891	Complete	contig_19	174656	172950	-	347.1	270	https://v10-1.orthodb.org/?query=10138at4891	RNA-binding domain superfamily
10174at4891	Complete	contig_4	654113	656227	+	468.5	390	https://v10-1.orthodb.org/?query=10174at4891	DNA polymerase alpha subunit B
10189at4891	Complete	contig_14	483406	484779	+	789.5	406	https://v10-1.orthodb.org/?query=10189at4891	Aminoacyl-tRNA synthetase, class II
10194at4891	Complete	contig_14	924515	926350	+	461.9	357	https://v10-1.orthodb.org/?query=10194at4891	Tetratricopeptide repeat
10201at4891	Complete	contig_20	59582	57519	-	496.4	431	https://v10-1.orthodb.org/?query=10201at4891	DNA polymerase alpha/delta/epsilon, subunit B
10233at4891	Complete	contig_3	797458	796124	-	245.5	280	https://v10-1.orthodb.org/?query=10233at4891	Clp1, N-terminal beta-sandwich domain
10256at4891	Complete	contig_20	224158	226440	+	432.8	354	https://v10-1.orthodb.org/?query=10256at4891	Synaptotagmin-like mitochondrial-lipid-binding domain
10279at4891	Complete	contig_13	98086	100467	+	640.9	411	https://v10-1.orthodb.org/?query=10279at4891	Kinesin motor domain
10313at4891	Complete	contig_13	166868	165291	-	695.1	373	https://v10-1.orthodb.org/?query=10313at4891	Protein phosphatase 2A regulatory subunit PR55
10332at4891	Complete	contig_12	300555	302840	+	455.6	385	https://v10-1.orthodb.org/?query=10332at4891	Actin interacting protein 3, C-terminal
10341at4891	Complete	contig_20	143391	140614	-	453.6	531	https://v10-1.orthodb.org/?query=10341at4891	WD40/YVTN repeat-like-containing domain superfamily
10342at4891	Complete	contig_3	254607	257876	+	708.1	709	https://v10-1.orthodb.org/?query=10342at4891	p-loop containing nucleoside triphosphate hydrolase protein
10350at4891	Complete	contig_13	381336	379768	-	650.8	366	https://v10-1.orthodb.org/?query=10350at4891	ATP-dependent RNA helicase DBP3
10359at4891	Complete	contig_13	1007272	1006073	-	525.9	332	https://v10-1.orthodb.org/?query=10359at4891	Succinate--CoA ligase 
10361at4891	Complete	contig_20	285025	283703	-	503.0	332	https://v10-1.orthodb.org/?query=10361at4891	Ferrodoxin-fold anticodon-binding domain
10391at4891	Complete	contig_14	375329	372774	-	637.2	474	https://v10-1.orthodb.org/?query=10391at4891	Tetratricopeptide repeat
10450at4891	Complete	contig_16	105478	107427	+	667.9	468	https://v10-1.orthodb.org/?query=10450at4891	CDC45 family
10497at4891	Complete	contig_20	298776	297358	-	267.9	293	https://v10-1.orthodb.org/?query=10497at4891	ATPase, V1 complex, subunit H, C-terminal
10591at4891	Complete	contig_14	701975	703963	+	298.4	408	https://v10-1.orthodb.org/?query=10591at4891	Reduced growth phenotype protein 1
10608at4891	Complete	contig_3	87376	86066	-	494.8	329	https://v10-1.orthodb.org/?query=10608at4891	tRNA guanosine-2'-O-methyltransferase, TRM11
10618at4891	Complete	contig_14	275725	274187	-	406.7	264	https://v10-1.orthodb.org/?query=10618at4891	Protein kinase domain
10619at4891	Complete	contig_20	792470	794077	+	427.9	362	https://v10-1.orthodb.org/?query=10619at4891	Thiamine phosphate synthase
10626at4891	Complete	contig_17	252317	254203	+	597.9	429	https://v10-1.orthodb.org/?query=10626at4891	Oxoglutarate/iron-dependent dioxygenase
10638at4891	Complete	contig_2	810667	809474	-	553.2	311	https://v10-1.orthodb.org/?query=10638at4891	tRNA-dihydrouridine synthase
10646at4891	Complete	contig_25	594890	596221	+	503.3	323	https://v10-1.orthodb.org/?query=10646at4891	Aminoacyl-tRNA synthetase, class II
10649at4891	Complete	contig_16	198326	200116	+	392.8	308	https://v10-1.orthodb.org/?query=10649at4891	WD40-repeat-containing domain
10660at4891	Complete	contig_12	87051	85099	-	714.6	439	https://v10-1.orthodb.org/?query=10660at4891	WD40-repeat-containing domain
10670at4891	Complete	contig_13	519368	517941	-	331.7	314	https://v10-1.orthodb.org/?query=10670at4891	DAMP1, SANT/Myb-like domain
10684at4891	Complete	contig_4	199234	197585	-	445.2	337	https://v10-1.orthodb.org/?query=10684at4891	SH3 domain
10695at4891	Complete	contig_6	77499	79922	+	347.4	379	https://v10-1.orthodb.org/?query=10695at4891	Dystroglycan-type cadherin-like
10719at4891	Complete	contig_20	105212	107056	+	247.4	266	https://v10-1.orthodb.org/?query=10719at4891	Nuclear control of ATP synthase 2
10727at4891	Complete	contig_14	644995	647058	+	265.0	306	https://v10-1.orthodb.org/?query=10727at4891	TRAPP III complex, Trs85
10743at4891	Complete	contig_20	854135	852339	-	378.8	465	https://v10-1.orthodb.org/?query=10743at4891	Signal recognition particle subunit SRP68
10759at4891	Complete	contig_27	165476	166888	+	590.1	403	https://v10-1.orthodb.org/?query=10759at4891	Heat shock protein DnaJ, cysteine-rich domain
10800at4891	Complete	contig_14	1386168	1388057	+	762.4	408	https://v10-1.orthodb.org/?query=10800at4891	Non-specific serine/threonine protein kinase
10825at4891	Complete	contig_13	943272	944720	+	685.2	384	https://v10-1.orthodb.org/?query=10825at4891	Zinc finger, ZPR1-type
10849at4891	Complete	contig_20	681730	682944	+	575.0	318	https://v10-1.orthodb.org/?query=10849at4891	Aspartic peptidase A1 family
10854at4891	Complete	contig_13	285632	286996	+	421.9	314	https://v10-1.orthodb.org/?query=10854at4891	mRNA capping enzyme, alpha subunit
10861at4891	Complete	contig_16	291522	293960	+	314.7	391	https://v10-1.orthodb.org/?query=10861at4891	FAS1 domain
10872at4891	Complete	contig_7	430021	431820	+	628.6	407	https://v10-1.orthodb.org/?query=10872at4891	Amino acid transporter, transmembrane domain
10892at4891	Complete	contig_17	57598	59013	+	563.7	347	https://v10-1.orthodb.org/?query=10892at4891	ATPase, AFG1-like
10896at4891	Complete	contig_26	88391	87135	-	259.0	235	https://v10-1.orthodb.org/?query=10896at4891	PPM-type phosphatase domain
10924at4891	Complete	contig_7	271674	270208	-	353.9	295	https://v10-1.orthodb.org/?query=10924at4891	Actin family
10934at4891	Complete	contig_4	287925	289235	+	716.9	363	https://v10-1.orthodb.org/?query=10934at4891	Peptide chain release factor eRF1/aRF1
10963at4891	Complete	contig_16	285360	283987	-	468.9	307	https://v10-1.orthodb.org/?query=10963at4891	Zinc finger C2H2-type
10968at4891	Complete	contig_4	242020	243756	+	575.6	353	https://v10-1.orthodb.org/?query=10968at4891	Nuclear pore localisation protein NPL4, C-terminal
10975at4891	Complete	contig_7	405983	403974	-	711.0	495	https://v10-1.orthodb.org/?query=10975at4891	Pumilio RNA-binding repeat
11009at4891	Complete	contig_4	672195	673565	+	459.8	323	https://v10-1.orthodb.org/?query=11009at4891	Peptidase M16, C-terminal
11034at4891	Complete	contig_20	300407	299310	-	680.6	325	https://v10-1.orthodb.org/?query=11034at4891	Glutamine synthetase
11037at4891	Complete	contig_22	121053	119761	-	613.1	360	https://v10-1.orthodb.org/?query=11037at4891	ATP-dependent RNA helicase DBP8
11039at4891	Complete	contig_4	759205	760353	+	473.9	284	https://v10-1.orthodb.org/?query=11039at4891	Methionine aminopeptidase 2
11107at4891	Complete	contig_27	24154	22214	-	426.3	310	https://v10-1.orthodb.org/?query=11107at4891	Domain of unknown function DUF155
11155at4891	Missing
11161at4891	Complete	contig_14	165748	164351	-	705.0	358	https://v10-1.orthodb.org/?query=11161at4891	ATP-dependent RNA helicase DEAD-box, conserved site
11184at4891	Complete	contig_22	119403	117871	-	706.3	401	https://v10-1.orthodb.org/?query=11184at4891	60S ribosomal export protein NMD3
11198at4891	Complete	contig_14	393369	394532	+	722.9	349	https://v10-1.orthodb.org/?query=11198at4891	Actin family
11201at4891	Complete	contig_14	1235634	1236917	+	710.8	345	https://v10-1.orthodb.org/?query=11201at4891	26S Proteasome regulatory subunit 6B
11232at4891	Complete	contig_14	1142612	1141173	-	355.3	261	https://v10-1.orthodb.org/?query=11232at4891	Svf1-like, C-terminal
11266at4891	Complete	contig_3	416550	415105	-	671.3	370	https://v10-1.orthodb.org/?query=11266at4891	ATP-dependent RNA helicase DBP5
11279at4891	Complete	contig_12	232929	234116	+	690.4	319	https://v10-1.orthodb.org/?query=11279at4891	Ketol-acid reductoisomerase
11326at4891	Complete	contig_14	1332685	1331369	-	407.2	282	https://v10-1.orthodb.org/?query=11326at4891	Tetratricopeptide-like helical domain superfamily
11330at4891	Complete	contig_17	319104	317662	-	660.5	420	https://v10-1.orthodb.org/?query=11330at4891	Peptidase M24
11349at4891	Complete	contig_4	470953	473628	+	536.5	495	https://v10-1.orthodb.org/?query=11349at4891	Tetratricopeptide repeat
11350at4891	Complete	contig_14	747683	751573	+	632.0	537	https://v10-1.orthodb.org/?query=11350at4891	SAC3/GANP/THP3
11365at4891	Complete	contig_13	300004	298478	-	291.0	246	https://v10-1.orthodb.org/?query=11365at4891	Nuclear abundant poly(A) RNA-binding protein Nab2, N-terminal
11379at4891	Complete	contig_14	1272424	1274961	+	269.2	439	https://v10-1.orthodb.org/?query=11379at4891	Tetratricopeptide-like helical domain superfamily
11405at4891	Complete	contig_2	64494	66917	+	773.1	575	https://v10-1.orthodb.org/?query=11405at4891	RNA-binding domain superfamily
11444at4891	Complete	contig_19	234748	236043	+	698.3	380	https://v10-1.orthodb.org/?query=11444at4891	Adenylosuccinate synthetase
11448at4891	Complete	contig_6	366503	365292	-	471.3	321	https://v10-1.orthodb.org/?query=11448at4891	DNA primase
11469at4891	Complete	contig_25	160328	161485	+	580.5	309	https://v10-1.orthodb.org/?query=11469at4891	tRNA N6-adenosine threonylcarbamoyltransferase
11530at4891	Complete	contig_4	107478	108797	+	542.4	344	https://v10-1.orthodb.org/?query=11530at4891	Glycosyl transferase, family 4
11568at4891	Complete	contig_25	274915	276138	+	347.1	252	https://v10-1.orthodb.org/?query=11568at4891	WD40-repeat-containing domain
11569at4891	Complete	contig_3	918057	916690	-	620.9	363	https://v10-1.orthodb.org/?query=11569at4891	Gamma-glutamyl phosphate reductase
11586at4891	Complete	contig_3	808859	807549	-	686.1	336	https://v10-1.orthodb.org/?query=11586at4891	ATPase, AAA-type, conserved site
11624at4891	Complete	contig_20	128234	127125	-	375.3	275	https://v10-1.orthodb.org/?query=11624at4891	Phospholipid/glycerol acyltransferase
11625at4891	Complete	contig_6	163859	165106	+	595.4	324	https://v10-1.orthodb.org/?query=11625at4891	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
11626at4891	Complete	contig_27	168502	169968	+	744.5	408	https://v10-1.orthodb.org/?query=11626at4891	Dihydrolipoyl dehydrogenase
11682at4891	Complete	contig_13	942763	941534	-	617.3	360	https://v10-1.orthodb.org/?query=11682at4891	p-loop containing nucleoside triphosphate hydrolase protein
11696at4891	Complete	contig_2	401773	403305	+	677.6	384	https://v10-1.orthodb.org/?query=11696at4891	WD40-repeat-containing domain
11698at4891	Complete	contig_27	18533	20167	+	420.7	303	https://v10-1.orthodb.org/?query=11698at4891	Coatomer subunit delta
11745at4891	Complete	contig_13	895528	894362	-	616.0	324	https://v10-1.orthodb.org/?query=11745at4891	Tyrosine--tRNA ligase
11759at4891	Complete	contig_3	71967	73262	+	571.1	343	https://v10-1.orthodb.org/?query=11759at4891	1,3-beta-glucanosyltransferase
11780at4891	Complete	contig_7	378807	380003	+	646.2	314	https://v10-1.orthodb.org/?query=11780at4891	Ribonucleotide reductase small subunit
11796at4891	Complete	contig_3	606538	604991	-	272.5	312	https://v10-1.orthodb.org/?query=11796at4891	Mannosyltransferase
11809at4891	Complete	contig_25	281206	283242	+	253.8	270	https://v10-1.orthodb.org/?query=11809at4891	PAN2-PAN3 deadenylation complex subunit PAN3
11823at4891	Complete	contig_25	285920	284583	-	539.3	336	https://v10-1.orthodb.org/?query=11823at4891	THIF-type NAD/FAD binding fold
11825at4891	Complete	contig_14	184799	186133	+	430.8	337	https://v10-1.orthodb.org/?query=11825at4891	Winged helix-like DNA-binding domain superfamily
11838at4891	Complete	contig_13	201868	203535	+	576.0	394	https://v10-1.orthodb.org/?query=11838at4891	Helicase, C-terminal
11851at4891	Complete	contig_14	245465	247615	+	346.7	462	https://v10-1.orthodb.org/?query=11851at4891	Nuclear pore protein 84/107
11866at4891	Complete	contig_7	408066	406363	-	815.4	473	https://v10-1.orthodb.org/?query=11866at4891	GroEL-like apical domain superfamily
11876at4891	Complete	contig_3	445324	446484	+	689.9	347	https://v10-1.orthodb.org/?query=11876at4891	Ribosomal protein L3
11892at4891	Complete	contig_14	640843	639425	-	534.7	343	https://v10-1.orthodb.org/?query=11892at4891	Serine incorporator/TMS membrane protein
11902at4891	Complete	contig_17	530764	532725	+	218.8	229	https://v10-1.orthodb.org/?query=11902at4891	P-loop containing nucleoside triphosphate hydrolase
11916at4891	Complete	contig_13	871877	872980	+	577.4	323	https://v10-1.orthodb.org/?query=11916at4891	GTP binding domain
11940at4891	Duplicated	contig_16	155347	157320	+	686.7	503	https://v10-1.orthodb.org/?query=11940at4891	Transmembrane 9 superfamily member
11940at4891	Duplicated	contig_14	644726	642744	-	653.4	502	https://v10-1.orthodb.org/?query=11940at4891	Transmembrane 9 superfamily member
11978at4891	Duplicated	contig_6	209109	207703	-	787.4	403	https://v10-1.orthodb.org/?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
11978at4891	Duplicated	contig_17	323538	324944	+	789.2	401	https://v10-1.orthodb.org/?query=11978at4891	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
12025at4891	Complete	contig_3	181702	184089	+	271.8	397	https://v10-1.orthodb.org/?query=12025at4891	N-acetyltransferase B complex, non-catalytic subunit
12039at4891	Complete	contig_3	132484	131210	-	721.5	367	https://v10-1.orthodb.org/?query=12039at4891	Aminoacyl-tRNA synthetase, class Ic
12044at4891	Complete	contig_25	142547	141294	-	222.9	199	https://v10-1.orthodb.org/?query=12044at4891	Organic solute transporter subunit alpha/Transmembrane protein 184
12110at4891	Complete	contig_26	184323	185744	+	374.3	300	https://v10-1.orthodb.org/?query=12110at4891	Aminoacyl-tRNA synthetase, class II
12111at4891	Complete	contig_20	717082	718299	+	572.9	300	https://v10-1.orthodb.org/?query=12111at4891	Protohaem IX farnesyltransferase
12134at4891	Complete	contig_19	365985	361264	-	639.7	655	https://v10-1.orthodb.org/?query=12134at4891	THO complex, subunitTHOC2, C-terminal
12169at4891	Complete	contig_13	720584	722395	+	722.7	432	https://v10-1.orthodb.org/?query=12169at4891	Pescadillo
12175at4891	Complete	contig_3	656827	654974	-	683.9	476	https://v10-1.orthodb.org/?query=12175at4891	Membrane bound O-acyl transferase, MBOAT
12194at4891	Complete	contig_3	53367	50230	-	676.4	687	https://v10-1.orthodb.org/?query=12194at4891	Tetratricopeptide repeat
12225at4891	Complete	contig_25	623427	620140	-	553.0	742	https://v10-1.orthodb.org/?query=12225at4891	Exportin-1/Importin-beta-like
12232at4891	Complete	contig_19	280767	281834	+	526.8	296	https://v10-1.orthodb.org/?query=12232at4891	Glutamine amidotransferase type 2 domain
12237at4891	Complete	contig_19	297962	296301	-	261.2	306	https://v10-1.orthodb.org/?query=12237at4891	WD40-repeat-containing domain
12254at4891	Complete	contig_17	541416	542528	+	627.8	308	https://v10-1.orthodb.org/?query=12254at4891	Pyruvate dehydrogenase E1 component subunit alpha
12256at4891	Complete	contig_20	475403	473007	-	532.6	618	https://v10-1.orthodb.org/?query=12256at4891	Vps16, C-terminal
12258at4891	Complete	contig_14	431939	433255	+	681.2	345	https://v10-1.orthodb.org/?query=12258at4891	26S Proteasome regulatory subunit 4
12292at4891	Complete	contig_20	669379	666797	-	677.9	461	https://v10-1.orthodb.org/?query=12292at4891	ABC transporter type 1, transmembrane domain
12307at4891	Complete	contig_14	176893	175064	-	359.4	329	https://v10-1.orthodb.org/?query=12307at4891	Sas10 C-terminal domain
12308at4891	Complete	contig_14	649282	647264	-	755.8	484	https://v10-1.orthodb.org/?query=12308at4891	Carbohydrate kinase, FGGY, C-terminal
12314at4891	Complete	contig_2	126210	127361	+	488.8	290	https://v10-1.orthodb.org/?query=12314at4891	Cytochrome b5-like heme/steroid binding domain
12332at4891	Complete	contig_6	163589	162093	-	442.0	351	https://v10-1.orthodb.org/?query=12332at4891	HSP20-like chaperone
12347at4891	Complete	contig_20	339270	341972	+	824.6	599	https://v10-1.orthodb.org/?query=12347at4891	Mitochondrial carrier protein
12349at4891	Complete	contig_17	61611	60601	-	411.5	265	https://v10-1.orthodb.org/?query=12349at4891	Ribosomal protein L2
12381at4891	Complete	contig_6	370698	371990	+	384.0	300	https://v10-1.orthodb.org/?query=12381at4891	WD40-repeat-containing domain
12422at4891	Complete	contig_12	339631	338300	-	695.9	383	https://v10-1.orthodb.org/?query=12422at4891	Pyridoxal phosphate-dependent transferase
12445at4891	Complete	contig_3	732878	731595	-	517.8	330	https://v10-1.orthodb.org/?query=12445at4891	Nicotinate phosphoribosyltransferase
12450at4891	Complete	contig_19	701797	700838	-	419.1	257	https://v10-1.orthodb.org/?query=12450at4891	UbiA prenyltransferase conserved site
12468at4891	Complete	contig_25	298004	294906	-	426.7	580	https://v10-1.orthodb.org/?query=12468at4891	Armadillo-type fold
12469at4891	Complete	contig_7	525257	526951	+	399.1	373	https://v10-1.orthodb.org/?query=12469at4891	Leucine-rich repeat, cysteine-containing subtype
12487at4891	Complete	contig_3	878065	879225	+	546.1	307	https://v10-1.orthodb.org/?query=12487at4891	Carbamoyl-phosphate synthase small subunit, N-terminal domain
12502at4891	Complete	contig_3	620176	621612	+	419.4	332	https://v10-1.orthodb.org/?query=12502at4891	SUN domain
12523at4891	Complete	contig_4	122567	123856	+	414.7	284	https://v10-1.orthodb.org/?query=12523at4891	mRNA cap guanine-N7 methyltransferase
12541at4891	Complete	contig_19	413982	416574	+	786.8	395	https://v10-1.orthodb.org/?query=12541at4891	ATP-dependent RNA helicase DBP2
12549at4891	Complete	contig_16	79799	78495	-	637.6	304	https://v10-1.orthodb.org/?query=12549at4891	Mitogen-activated protein kinase
12560at4891	Complete	contig_20	60719	62029	+	701.0	364	https://v10-1.orthodb.org/?query=12560at4891	ATPase, AAA-type, conserved site
12562at4891	Complete	contig_17	479237	481618	+	363.3	402	https://v10-1.orthodb.org/?query=12562at4891	Conserved oligomeric Golgi complex, subunit 3
12567at4891	Complete	contig_20	512731	511313	-	468.9	319	https://v10-1.orthodb.org/?query=12567at4891	Mitochondrial import inner membrane translocase subunit Tim50
12584at4891	Complete	contig_14	979627	982632	+	725.4	563	https://v10-1.orthodb.org/?query=12584at4891	P-type ATPase
12627at4891	Complete	contig_2	546352	547674	+	509.2	337	https://v10-1.orthodb.org/?query=12627at4891	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
12629at4891	Complete	contig_19	357787	359241	+	612.7	372	https://v10-1.orthodb.org/?query=12629at4891	Ammonium transporter
12635at4891	Complete	contig_20	896146	898098	+	596.5	420	https://v10-1.orthodb.org/?query=12635at4891	Kelch-type beta propeller
12664at4891	Complete	contig_25	101834	100101	-	506.9	338	https://v10-1.orthodb.org/?query=12664at4891	Uroporphyrin-III C-methyltransferase
12680at4891	Complete	contig_25	269374	268397	-	280.5	237	https://v10-1.orthodb.org/?query=12680at4891	WD40-repeat-containing domain
12684at4891	Complete	contig_26	211614	210367	-	755.6	399	https://v10-1.orthodb.org/?query=12684at4891	Phosphoglycerate kinase
