#                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
17074at4891_2|contig_20:54833-56221     -            463 17074at4891          -            311  7.3e-101  334.6  13.7   1   1  4.5e-100   1.4e-98  327.1  13.4    19   311   100   463    82   463 0.85 -
14374at4891_2|contig_13:332709-333749   -            347 17074at4891          -            311   2.9e-12   43.6   7.1   4   4   0.00012    0.0039   13.6   0.1   169   200   300   331   287   339 0.63 -
16921at4891_0|contig_13:510455-511225   -            257 17074at4891          -            311   4.9e-12   42.9   0.1   1   3         4   1.3e+02   -1.2   0.0    80   103    37    60    23    69 0.79 -
16921at4891_0|contig_13:510455-511225   -            257 17074at4891          -            311   4.9e-12   42.9   0.1   2   3   3.1e-12   9.7e-11   38.6   0.1   128   213    67   154    52   163 0.86 -
16921at4891_0|contig_13:510455-511225   -            257 17074at4891          -            311   4.9e-12   42.9   0.1   3   3      0.73        23    1.2   0.0   179   246   186   255   173   256 0.71 -
2531at4891_2|contig_2:566682-569015     -            778 17074at4891          -            311   1.8e-11   41.0   2.0   1   3   1.8e-05   0.00056   16.4   0.0   170   210   405   445   400   481 0.78 -
2531at4891_2|contig_2:566682-569015     -            778 17074at4891          -            311   1.8e-11   41.0   2.0   2   3   1.2e-05   0.00038   17.0   0.0   136   199   654   720   591   725 0.65 -
2531at4891_2|contig_2:566682-569015     -            778 17074at4891          -            311   1.8e-11   41.0   2.0   3   3   1.7e-06   5.4e-05   19.7   0.5   136   242   654   776   639   778 0.77 -
1653at4891_4|contig_13:269973-272027    -            685 17074at4891          -            311   2.8e-11   40.4   0.0   1   3      0.75        23    1.2   0.0   180   202     4    27     1    31 0.68 -
1653at4891_4|contig_13:269973-272027    -            685 17074at4891          -            311   2.8e-11   40.4   0.0   2   3   3.7e-11   1.2e-09   35.1   0.0   125   228    33   140    27   157 0.80 -
1653at4891_4|contig_13:269973-272027    -            685 17074at4891          -            311   2.8e-11   40.4   0.0   3   3       4.4   1.4e+02   -1.3   0.0    87   113   392   418   389   443 0.79 -
16921at4891_3|contig_14:495798-496592   -            265 17074at4891          -            311   6.9e-11   39.1   0.1   1   2   7.2e-10   2.3e-08   30.8   0.0   135   247     4   127     1   137 0.78 -
16921at4891_3|contig_14:495798-496592   -            265 17074at4891          -            311   6.9e-11   39.1   0.1   2   2     0.027      0.86    5.9   0.0   213   243   164   194   158   209 0.73 -
6711at4891_3|contig_26:300073-302241    -            723 17074at4891          -            311   8.7e-11   38.7   1.7   1   2    0.0096       0.3    7.4   0.0   210   259   298   351   292   383 0.77 -
6711at4891_3|contig_26:300073-302241    -            723 17074at4891          -            311   8.7e-11   38.7   1.7   2   2   2.3e-09   7.1e-08   29.2   0.8   136   244   597   721   571   723 0.73 -
12947at4891_2|contig_5:63925-65199      -            425 17074at4891          -            311   1.2e-10   38.3   1.0   1   3   4.4e-09   1.4e-07   28.2   0.0   178   246    31   103    27   111 0.91 -
12947at4891_2|contig_5:63925-65199      -            425 17074at4891          -            311   1.2e-10   38.3   1.0   2   3      0.71        22    1.3   0.2   137   244   131   243   120   252 0.75 -
12947at4891_2|contig_5:63925-65199      -            425 17074at4891          -            311   1.2e-10   38.3   1.0   3   3     0.034       1.1    5.6   0.1   192   243   289   341   270   344 0.79 -
20201at4891_5|contig_2:470938-471882    -            315 17074at4891          -            311   1.8e-10   37.7   0.2   1   3      0.46        14    1.9   0.0   230   244     1    15     1    25 0.87 -
20201at4891_5|contig_2:470938-471882    -            315 17074at4891          -            311   1.8e-10   37.7   0.2   2   3   3.6e-09   1.1e-07   28.5   0.0    99   202    57   161    53   204 0.80 -
20201at4891_5|contig_2:470938-471882    -            315 17074at4891          -            311   1.8e-10   37.7   0.2   3   3      0.16       5.2    3.4   0.0   225   246   252   273   232   307 0.80 -
6691at4891_2|contig_20:138548-140266    -            573 17074at4891          -            311   4.3e-10   36.5   0.6   1   3   2.4e-09   7.7e-08   29.1   0.0   169   260   232   330   227   354 0.86 -
6691at4891_2|contig_20:138548-140266    -            573 17074at4891          -            311   4.3e-10   36.5   0.6   2   3      0.62        19    1.5   0.0   226   249   409   432   402   440 0.82 -
6691at4891_2|contig_20:138548-140266    -            573 17074at4891          -            311   4.3e-10   36.5   0.6   3   3       0.6        19    1.5   0.0    85   103   483   502   454   531 0.67 -
5502at4891_2|contig_3:61943-65851       -           1303 17074at4891          -            311   8.9e-10   35.4   0.1   1   2   3.8e-07   1.2e-05   21.9   0.1   197   247   200   256   178   290 0.66 -
5502at4891_2|contig_3:61943-65851       -           1303 17074at4891          -            311   8.9e-10   35.4   0.1   2   2    0.0014     0.044   10.2   0.0   200   253   318   372   303   377 0.81 -
33087at4891_2|contig_13:103254-104441   -            396 17074at4891          -            311   1.1e-09   35.2   1.4   1   3     0.079       2.5    4.4   0.1   214   243    15    42    10    50 0.71 -
33087at4891_2|contig_13:103254-104441   -            396 17074at4891          -            311   1.1e-09   35.2   1.4   2   3       2.1        65   -0.3   0.0   173   191   233   251   191   275 0.78 -
33087at4891_2|contig_13:103254-104441   -            396 17074at4891          -            311   1.1e-09   35.2   1.4   3   3   7.5e-09   2.3e-07   27.5   0.1   171   218   289   336   281   340 0.94 -
27209at4891_7|contig_12:526249-527970   -            574 17074at4891          -            311     2e-09   34.3   2.4   1   3   1.7e-09   5.4e-08   29.6   1.4   172   246   285   363   277   371 0.86 -
27209at4891_7|contig_12:526249-527970   -            574 17074at4891          -            311     2e-09   34.3   2.4   2   3      0.91        29    0.9   0.0   175   243   380   452   376   456 0.69 -
27209at4891_7|contig_12:526249-527970   -            574 17074at4891          -            311     2e-09   34.3   2.4   3   3       2.1        65   -0.2   0.0   188   208   492   512   475   525 0.65 -
24709at4891_2|contig_19:568817-569980   -            388 17074at4891          -            311   2.4e-09   34.0   1.8   1   4   0.00018    0.0058   13.1   0.1   183   246    69   134    60   144 0.77 -
24709at4891_2|contig_19:568817-569980   -            388 17074at4891          -            311   2.4e-09   34.0   1.8   2   4   6.7e-06   0.00021   17.8   0.3   192   246   122   179   105   198 0.81 -
24709at4891_2|contig_19:568817-569980   -            388 17074at4891          -            311   2.4e-09   34.0   1.8   3   4   6.2e-05    0.0019   14.6   0.1   170   224   144   201   135   222 0.79 -
24709at4891_2|contig_19:568817-569980   -            388 17074at4891          -            311   2.4e-09   34.0   1.8   4   4      0.14       4.5    3.5   0.0   162   203   279   322   276   326 0.60 -
16921at4891_5|contig_3:821998-822693    -            232 17074at4891          -            311   6.8e-09   32.5   8.1   1   3   5.3e-09   1.7e-07   28.0   5.3   175   309     3   166     1   168 0.75 -
16921at4891_5|contig_3:821998-822693    -            232 17074at4891          -            311   6.8e-09   32.5   8.1   2   3    0.0078      0.24    7.7   0.1   127   181   137   191   131   194 0.81 -
16921at4891_5|contig_3:821998-822693    -            232 17074at4891          -            311   6.8e-09   32.5   8.1   3   3       0.3       9.4    2.5   0.0   146   160   217   231   205   232 0.65 -
24793at4891_2|contig_27:74478-75452     -            325 17074at4891          -            311   9.9e-09   32.0   0.0   1   1   4.5e-10   1.4e-08   31.5   0.0   169   248   238   320   227   325 0.87 -
10649at4891_2|contig_16:198326-200116   -            597 17074at4891          -            311   1.5e-08   31.4   0.1   1   4   0.00081     0.025   10.9   0.0   169   224   299   354   292   367 0.88 -
10649at4891_2|contig_16:198326-200116   -            597 17074at4891          -            311   1.5e-08   31.4   0.1   2   4   0.00024    0.0076   12.7   0.0   179   246   419   490   411   503 0.82 -
10649at4891_2|contig_16:198326-200116   -            597 17074at4891          -            311   1.5e-08   31.4   0.1   3   4         3        95   -0.8   0.0   217   254   506   542   498   562 0.64 -
10649at4891_2|contig_16:198326-200116   -            597 17074at4891          -            311   1.5e-08   31.4   0.1   4   4      0.45        14    1.9   0.0   131   159   556   584   542   594 0.79 -
4664at4891_2|contig_4:46686-49286       -            867 17074at4891          -            311   4.3e-08   29.9   2.3   1   3   0.00022    0.0068   12.8   0.0   171   246     7    90     1   108 0.76 -
4664at4891_2|contig_4:46686-49286       -            867 17074at4891          -            311   4.3e-08   29.9   2.3   2   3    0.0067      0.21    7.9   0.1   188   222   289   324   276   337 0.81 -
4664at4891_2|contig_4:46686-49286       -            867 17074at4891          -            311   4.3e-08   29.9   2.3   3   3     0.053       1.7    5.0   0.0   227   248   369   390   346   409 0.74 -
12680at4891_2|contig_25:268397-269374   -            326 17074at4891          -            311   1.4e-07   28.2   0.3   1   4      0.36        11    2.2   0.0   136   161    27    52    14    60 0.73 -
12680at4891_2|contig_25:268397-269374   -            326 17074at4891          -            311   1.4e-07   28.2   0.3   2   4         1        32    0.8   0.0   260   291    38    65    34    83 0.68 -
12680at4891_2|contig_25:268397-269374   -            326 17074at4891          -            311   1.4e-07   28.2   0.3   3   4   1.6e-06     5e-05   19.8   0.0   122   163    99   140    78   143 0.86 -
12680at4891_2|contig_25:268397-269374   -            326 17074at4891          -            311   1.4e-07   28.2   0.3   4   4      0.62        19    1.5   0.0   229   275   261   275   198   287 0.60 -
16921at4891_3|contig_19:170554-171357   -            268 17074at4891          -            311   7.1e-07   25.9   1.3   1   3      0.59        19    1.5   0.0   178   202     3    27     1    43 0.62 -
16921at4891_3|contig_19:170554-171357   -            268 17074at4891          -            311   7.1e-07   25.9   1.3   2   3     0.018      0.56    6.5   0.1   171   243    93   172    84   184 0.74 -
16921at4891_3|contig_19:170554-171357   -            268 17074at4891          -            311   7.1e-07   25.9   1.3   3   3   7.6e-05    0.0024   14.3   0.0   171   247   186   262   179   268 0.61 -
12381at4891_2|contig_6:370698-371990    -            431 17074at4891          -            311   1.7e-06   24.7   0.2   1   3   4.8e-07   1.5e-05   21.5   0.0   164   241    56   135    50   152 0.90 -
12381at4891_2|contig_6:370698-371990    -            431 17074at4891          -            311   1.7e-06   24.7   0.2   2   3     0.054       1.7    5.0   0.0   171   245   107   185   102   199 0.82 -
12381at4891_2|contig_6:370698-371990    -            431 17074at4891          -            311   1.7e-06   24.7   0.2   3   3       1.7        54    0.0   0.0   188   208   221   241   157   254 0.76 -
5370at4891_4|contig_17:325129-326763    -            545 17074at4891          -            311   2.7e-06   24.0   4.1   1   3       2.9        91   -0.7   0.0   217   246   104   133    84   140 0.81 -
5370at4891_4|contig_17:325129-326763    -            545 17074at4891          -            311   2.7e-06   24.0   4.1   2   3     0.022      0.69    6.2   0.0   145   242   155   251   146   256 0.79 -
5370at4891_4|contig_17:325129-326763    -            545 17074at4891          -            311   2.7e-06   24.0   4.1   3   3   9.9e-08   3.1e-06   23.8   0.1   139   249   188   300   178   306 0.84 -
14677at4891_4|contig_14:168793-170358   -            522 17074at4891          -            311   3.2e-06   23.8   0.7   1   4       5.5   1.7e+02   -1.6   0.0   134   164   186   218   179   224 0.68 -
14677at4891_4|contig_14:168793-170358   -            522 17074at4891          -            311   3.2e-06   23.8   0.7   2   4       4.5   1.4e+02   -1.4   0.0    86   109   255   278   241   298 0.78 -
14677at4891_4|contig_14:168793-170358   -            522 17074at4891          -            311   3.2e-06   23.8   0.7   3   4   0.00015    0.0048   13.3   0.0   195   248   312   367   291   371 0.78 -
14677at4891_4|contig_14:168793-170358   -            522 17074at4891          -            311   3.2e-06   23.8   0.7   4   4     0.023      0.74    6.1   0.0   135   164   392   421   378   478 0.87 -
14552at4891_2|contig_4:127680-128819    -            380 17074at4891          -            311   3.3e-06   23.7   1.7   1   4     0.016      0.51    6.7   0.1   207   243    51    86    14    90 0.67 -
14552at4891_2|contig_4:127680-128819    -            380 17074at4891          -            311   3.3e-06   23.7   1.7   2   4   0.00042     0.013   11.9   0.1   171   241    57   129    51   133 0.84 -
14552at4891_2|contig_4:127680-128819    -            380 17074at4891          -            311   3.3e-06   23.7   1.7   3   4    0.0095       0.3    7.4   0.0   217   242   151   176   139   180 0.77 -
14552at4891_2|contig_4:127680-128819    -            380 17074at4891          -            311   3.3e-06   23.7   1.7   4   4       1.4        45    0.3   0.1   218   248   213   243   208   248 0.86 -
2630at4891_2|contig_4:378801-383156     -           1452 17074at4891          -            311   1.1e-05   22.0   0.1   1   2     0.011      0.35    7.2   0.0   205   249  1069  1115  1064  1125 0.80 -
2630at4891_2|contig_4:378801-383156     -           1452 17074at4891          -            311   1.1e-05   22.0   0.1   2   2   0.00031    0.0096   12.3   0.1    84   245  1139  1308  1119  1363 0.76 -
21297at4891_1|contig_3:380300-381307    -            336 17074at4891          -            311   4.9e-05   19.9   0.2   1   3      0.56        18    1.6   0.0   251   278    15    41     2    62 0.69 -
21297at4891_1|contig_3:380300-381307    -            336 17074at4891          -            311   4.9e-05   19.9   0.2   2   3      0.59        19    1.5   0.0    88   279   114   131   105   171 0.67 -
21297at4891_1|contig_3:380300-381307    -            336 17074at4891          -            311   4.9e-05   19.9   0.2   3   3   0.00022    0.0068   12.8   0.0   175   233   252   311   244   319 0.82 -
6917at4891_2|contig_7:297328-299076     -            583 17074at4891          -            311   5.1e-05   19.8   0.1   1   2   0.00056     0.018   11.5   0.0   174   253   238   324   229   336 0.75 -
6917at4891_2|contig_7:297328-299076     -            583 17074at4891          -            311   5.1e-05   19.8   0.1   2   2      0.11       3.4    4.0   0.0   175   202   553   580   452   582 0.70 -
15470at4891|contig_25:457952-458512     -            187 17074at4891          -            311   5.8e-05   19.6   0.0   1   2   9.3e-06   0.00029   17.3   0.0   145   202    13    72     5   111 0.86 -
15470at4891|contig_25:457952-458512     -            187 17074at4891          -            311   5.8e-05   19.6   0.0   2   2       2.2        71   -0.4   0.0   228   245   167   184   147   186 0.71 -
3223at4891_4|contig_20:629764-632451    -            896 17074at4891          -            311   6.3e-05   19.5   1.9   1   2   9.4e-05     0.003   14.0   0.1   161   204   287   328   248   341 0.84 -
3223at4891_4|contig_20:629764-632451    -            896 17074at4891          -            311   6.3e-05   19.5   1.9   2   2      0.17       5.3    3.3   0.1   262   289   621   648   586   664 0.79 -
10313at4891_2|contig_13:165291-166868   -            526 17074at4891          -            311   8.6e-05   19.1   0.4   1   3      0.46        15    1.9   0.1   105   138    81   122    50   135 0.70 -
10313at4891_2|contig_13:165291-166868   -            526 17074at4891          -            311   8.6e-05   19.1   0.4   2   3     0.066       2.1    4.7   0.0   171   251   182   270   173   275 0.71 -
10313at4891_2|contig_13:165291-166868   -            526 17074at4891          -            311   8.6e-05   19.1   0.4   3   3    0.0092      0.29    7.5   0.0   128   164   287   322   283   330 0.84 -
3395at4891|contig_3:149985-153314       -           1110 17074at4891          -            311   0.00015   18.3   0.4   1   2     0.094         3    4.2   0.0   166   209   150   199   145   214 0.68 -
3395at4891|contig_3:149985-153314       -           1110 17074at4891          -            311   0.00015   18.3   0.4   2   2    0.0008     0.025   11.0   0.1   166   204   261   299   247   333 0.72 -
4330at4891_2|contig_13:806937-809057    -            707 17074at4891          -            311   0.00025   17.5   8.1   1   2     0.026      0.82    6.0   0.1   256   310    66   117    52   118 0.83 -
4330at4891_2|contig_13:806937-809057    -            707 17074at4891          -            311   0.00025   17.5   8.1   2   2   3.7e-05    0.0012   15.3   0.0   174   247   181   260   177   303 0.87 -
5443at4891_2|contig_14:1088388-1090643  -            752 17074at4891          -            311   0.00031   17.2   9.3   1   6       4.5   1.4e+02   -1.4   0.0   228   280    41    62    27    75 0.57 -
5443at4891_2|contig_14:1088388-1090643  -            752 17074at4891          -            311   0.00031   17.2   9.3   2   6      0.14       4.3    3.6   0.2   188   245    90   147    63   162 0.85 -
5443at4891_2|contig_14:1088388-1090643  -            752 17074at4891          -            311   0.00031   17.2   9.3   3   6       1.1        34    0.7   0.0   217   246   165   193   157   206 0.76 -
5443at4891_2|contig_14:1088388-1090643  -            752 17074at4891          -            311   0.00031   17.2   9.3   4   6   0.00012    0.0036   13.7   0.3   129   195   210   278   175   284 0.86 -
5443at4891_2|contig_14:1088388-1090643  -            752 17074at4891          -            311   0.00031   17.2   9.3   5   6         9   2.8e+02   -2.4   0.0   274   311   340   378   311   396 0.55 -
5443at4891_2|contig_14:1088388-1090643  -            752 17074at4891          -            311   0.00031   17.2   9.3   6   6       2.4        75   -0.4   0.0    76   128   450   501   433   519 0.81 -
24793at4891_6|contig_13:968897-970240   -            448 17074at4891          -            311   0.00043   16.8   0.0   1   1   2.5e-05   0.00077   15.9   0.0   171   248   222   302   216   308 0.87 -
12237at4891_2|contig_19:296301-297962   -            554 17074at4891          -            311   0.00069   16.1   1.5   1   2   0.00054     0.017   11.5   0.2   191   246   114   170   108   178 0.81 -
12237at4891_2|contig_19:296301-297962   -            554 17074at4891          -            311   0.00069   16.1   1.5   2   2      0.55        17    1.6   0.0   173   212   344   383   334   392 0.85 -
19161at4891_7|contig_14:1241427-1243349 -            641 17074at4891          -            311   0.00087   15.8   0.0   1   1   6.8e-05    0.0021   14.5   0.0   199   249   171   221   146   287 0.73 -
22775at4891_1|contig_4:101508-102647    -            380 17074at4891          -            311     0.002   14.6   1.8   1   4       1.7        55   -0.0   0.0   184   205    71    92    61   106 0.86 -
22775at4891_1|contig_4:101508-102647    -            380 17074at4891          -            311     0.002   14.6   1.8   2   4       7.2   2.3e+02   -2.0   0.0    99   128   153   182    94   187 0.64 -
22775at4891_1|contig_4:101508-102647    -            380 17074at4891          -            311     0.002   14.6   1.8   3   4   0.00035     0.011   12.1   0.0   181   246   203   275   190   280 0.80 -
22775at4891_1|contig_4:101508-102647    -            380 17074at4891          -            311     0.002   14.6   1.8   4   4       9.5     3e+02   -2.4   0.1   212   234   351   371   347   380 0.63 -
4082at4891_2|contig_4:793850-796870     -           1007 17074at4891          -            311    0.0078   12.6   0.1   1   4       3.5   1.1e+02   -1.0   0.0   207   231   103   127    98   150 0.86 -
4082at4891_2|contig_4:793850-796870     -           1007 17074at4891          -            311    0.0078   12.6   0.1   2   4       2.9        92   -0.7   0.0   113   146   132   165   122   169 0.89 -
4082at4891_2|contig_4:793850-796870     -           1007 17074at4891          -            311    0.0078   12.6   0.1   3   4     0.054       1.7    5.0   0.0   128   164   229   265   220   299 0.66 -
4082at4891_2|contig_4:793850-796870     -           1007 17074at4891          -            311    0.0078   12.6   0.1   4   4      0.59        18    1.5   0.0   228   246   471   489   454   503 0.78 -
30938at4891_2|contig_14:760645-761976   -            444 17074at4891          -            311    0.0084   12.5   1.0   1   2       4.3   1.3e+02   -1.3   0.0   187   211   117   142   105   179 0.63 -
30938at4891_2|contig_14:760645-761976   -            444 17074at4891          -            311    0.0084   12.5   1.0   2   2   0.00065      0.02   11.3   0.3   146   212   211   279   184   285 0.75 -
10099at4891_3|contig_3:403949-405628    -            560 17074at4891          -            311    0.0086   12.5   0.0   1   1   0.00049     0.015   11.7   0.0   187   240   159   213   148   221 0.85 -
15697at4891_3|contig_17:408371-409825   -            485 17074at4891          -            311    0.0092   12.4   0.0   1   1   0.00089     0.028   10.8   0.0   192   246   331   387   325   403 0.91 -
1228at4891_4|contig_26:155227-161691    -           2155 17074at4891          -            311     0.026   10.9   1.4   1   2     0.048       1.5    5.1   0.2   204   247  1908  1949  1897  1955 0.85 -
1228at4891_4|contig_26:155227-161691    -           2155 17074at4891          -            311     0.026   10.9   1.4   2   2     0.096         3    4.1   0.1   171   261  1965  2057  1956  2073 0.81 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/c/Users/HMarton/GitHub/LundUni/Pages/Projects/de_novo_BINP29/busco_downloads/lineages/saccharomycetes_odb10/hmms/17074at4891.hmm
# Target file:     /mnt/c/Users/HMarton/GitHub/LundUni/Pages/Projects/de_novo_BINP29/results/04_busco/BUSCO_assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/assembly.fasta.modified.fas
# Option settings: hmmsearch --domtblout /mnt/c/Users/HMarton/GitHub/LundUni/Pages/Projects/de_novo_BINP29/results/04_busco/BUSCO_assembly.fasta/run_saccharomycetes_odb10/hmmer_output/initial_run_results/17074at4891.out --cpu 1 /mnt/c/Users/HMarton/GitHub/LundUni/Pages/Projects/de_novo_BINP29/busco_downloads/lineages/saccharomycetes_odb10/hmms/17074at4891.hmm /mnt/c/Users/HMarton/GitHub/LundUni/Pages/Projects/de_novo_BINP29/results/04_busco/BUSCO_assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/assembly.fasta.modified.fas 
# Current dir:     /mnt/c/Users/HMarton/GitHub/LundUni/Pages/Projects/de_novo_BINP29
# Date:            Fri Feb 23 20:12:33 2024
# [ok]
